customer_id,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit
2597995,none,24,critical account - other non-bank loans,car (used),2346,< 100 DM,4 - 7 years,4,male-single,none,3,car or other,35,none,own,2,skilled,1,yes,yes,0
9519867,< 0 DM,14,current loans paid,car (new),3973,< 100 DM,unemployed,1,male-single,none,4,unknown-none,22,none,for free,1,skilled,1,none,yes,0
3698602,0 - 200 DM,12,current loans paid,car (new),888,< 100 DM,>= 7 years,4,male-single,none,4,car or other,41,bank,own,1,unskilled-resident,2,none,yes,1
7748894,none,48,current loans paid,radio/television,10222,unknown/none,4 - 7 years,4,male-single,none,3,car or other,37,stores,own,1,skilled,1,yes,yes,0
5309238,0 - 200 DM,30,no credit - paid,business,4221,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,1,car or other,28,none,own,2,skilled,1,none,yes,0
4970061,0 - 200 DM,18,critical account - other non-bank loans,furniture/equipment,6361,< 100 DM,>= 7 years,2,male-single,none,1,unknown-none,41,none,own,1,skilled,1,yes,yes,0
2854826,> 200 DM or salary assignment,12,current loans paid,radio/television,1297,< 100 DM,1 - 4 years,3,male-married/widowed,none,4,real estate,23,none,rent,1,skilled,1,none,yes,0
3463374,< 0 DM,12,current loans paid,car (new),900,unknown/none,1 - 4 years,4,male-married/widowed,none,2,car or other,23,none,own,1,skilled,1,none,yes,1
3481971,none,21,current loans paid,furniture/equipment,2241,< 100 DM,>= 7 years,4,male-single,none,2,real estate,50,none,own,2,skilled,1,none,yes,0
1153712,0 - 200 DM,6,past payment delays,furniture/equipment,1050,< 100 DM,unemployed,4,male-single,none,1,building society savings/life insurance,35,stores,own,2,highly skilled,1,yes,yes,0
3077979,> 200 DM or salary assignment,6,critical account - other non-bank loans,education,1047,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,4,building society savings/life insurance,50,none,own,1,unskilled-resident,1,none,yes,0
6586335,none,24,critical account - other non-bank loans,other,6314,< 100 DM,unemployed,4,male-single,co-applicant,2,unknown-none,27,bank,own,2,highly skilled,1,yes,yes,0
2300255,0 - 200 DM,30,all loans at bank paid,furniture/equipment,3496,>= 1000 DM,1 - 4 years,4,male-single,none,2,car or other,34,stores,own,1,skilled,2,yes,yes,0
6107764,none,48,all loans at bank paid,business,3609,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,1,real estate,27,stores,own,1,skilled,1,none,yes,0
9756743,< 0 DM,12,critical account - other non-bank loans,car (new),4843,< 100 DM,>= 7 years,3,male-single,co-applicant,4,building society savings/life insurance,43,none,rent,2,skilled,1,yes,yes,1
2412093,> 200 DM or salary assignment,30,critical account - other non-bank loans,radio/television,3017,< 100 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,47,none,own,1,skilled,1,none,yes,0
2967207,none,24,critical account - other non-bank loans,business,4139,100 - 500 DM,1 - 4 years,3,male-single,none,3,building society savings/life insurance,27,none,own,2,unskilled-resident,1,yes,yes,0
5294255,none,36,current loans paid,business,5742,100 - 500 DM,4 - 7 years,2,male-single,none,2,car or other,31,none,own,2,skilled,1,yes,yes,0
3960084,none,60,current loans paid,car (new),10366,< 100 DM,>= 7 years,2,male-single,none,4,building society savings/life insurance,42,none,own,1,highly skilled,1,yes,yes,0
5926774,none,15,current loans paid,car (used),3029,< 100 DM,4 - 7 years,2,male-single,none,2,car or other,33,none,own,1,skilled,1,none,yes,0
5969658,none,24,current loans paid,car (new),1393,< 100 DM,1 - 4 years,2,male-single,guarantor,2,real estate,31,none,own,1,skilled,1,yes,yes,0
4016637,none,6,critical account - other non-bank loans,car (new),2080,500 - 1000 DM,1 - 4 years,1,male-married/widowed,none,2,car or other,24,none,own,1,skilled,1,none,yes,0
5319265,none,21,past payment delays,business,2580,500 - 1000 DM,< 1 year,4,male-single,none,2,real estate,41,bank,own,1,unskilled-resident,2,none,yes,1
8616661,none,30,critical account - other non-bank loans,radio/television,4530,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,4,car or other,26,none,rent,1,highly skilled,1,yes,yes,0
9306673,none,24,critical account - other non-bank loans,furniture/equipment,5150,< 100 DM,>= 7 years,4,male-single,none,4,car or other,33,none,own,1,skilled,1,yes,yes,0
7790498,0 - 200 DM,72,current loans paid,radio/television,5595,100 - 500 DM,1 - 4 years,2,male-married/widowed,none,2,car or other,24,none,own,1,skilled,1,none,yes,1
3314262,< 0 DM,24,current loans paid,radio/television,2384,< 100 DM,>= 7 years,4,male-single,none,4,real estate,64,bank,rent,1,unskilled-resident,1,none,yes,0
8563405,none,18,current loans paid,radio/television,1453,< 100 DM,< 1 year,3,female-divorced/separated/married,none,1,real estate,26,none,own,1,skilled,1,none,yes,0
8021407,none,6,current loans paid,education,1538,< 100 DM,< 1 year,1,female-divorced/separated/married,none,2,unknown-none,56,none,own,1,skilled,1,none,yes,0
1620760,none,12,current loans paid,radio/television,2279,unknown/none,1 - 4 years,4,male-single,none,4,unknown-none,37,none,for free,1,skilled,1,yes,yes,0
7861677,none,15,past payment delays,radio/television,1478,< 100 DM,1 - 4 years,4,male-married/widowed,none,3,real estate,33,bank,own,2,skilled,1,none,yes,0
5532106,none,24,critical account - other non-bank loans,radio/television,5103,< 100 DM,< 1 year,3,male-married/widowed,none,3,unknown-none,47,none,for free,3,skilled,1,yes,yes,0
6577647,0 - 200 DM,36,past payment delays,business,9857,100 - 500 DM,4 - 7 years,1,male-single,none,3,building society savings/life insurance,31,none,own,2,unskilled-resident,2,yes,yes,0
2592971,none,60,current loans paid,car (new),6527,unknown/none,1 - 4 years,4,male-single,none,4,unknown-none,34,none,for free,1,skilled,2,yes,yes,0
7186212,> 200 DM or salary assignment,10,critical account - other non-bank loans,radio/television,1347,unknown/none,4 - 7 years,4,male-single,none,2,building society savings/life insurance,27,none,own,2,skilled,1,yes,yes,0
5547078,0 - 200 DM,36,past payment delays,car (new),2862,100 - 500 DM,>= 7 years,4,male-single,none,3,unknown-none,30,none,for free,1,skilled,1,none,yes,0
8856174,none,9,current loans paid,radio/television,2753,100 - 500 DM,>= 7 years,3,male-single,co-applicant,4,car or other,35,none,own,1,skilled,1,yes,yes,0
3625778,< 0 DM,12,current loans paid,car (new),3651,>= 1000 DM,1 - 4 years,1,male-single,none,3,building society savings/life insurance,31,none,own,1,skilled,2,none,yes,0
6075200,< 0 DM,15,critical account - other non-bank loans,furniture/equipment,975,< 100 DM,1 - 4 years,2,male-divorced/separated,none,3,building society savings/life insurance,25,none,own,2,skilled,1,none,yes,0
2626457,0 - 200 DM,15,current loans paid,repairs,2631,100 - 500 DM,1 - 4 years,3,female-divorced/separated/married,none,2,real estate,25,none,own,1,unskilled-resident,1,none,yes,0
7031172,0 - 200 DM,24,current loans paid,radio/television,2896,100 - 500 DM,< 1 year,2,male-single,none,1,car or other,29,none,own,1,skilled,1,none,yes,0
7612370,< 0 DM,6,critical account - other non-bank loans,car (new),4716,unknown/none,< 1 year,1,male-single,none,3,real estate,44,none,own,2,unskilled-resident,2,none,yes,0
3634470,none,24,current loans paid,radio/television,2284,< 100 DM,4 - 7 years,4,male-single,none,2,car or other,28,none,own,1,skilled,1,yes,yes,0
1891464,none,6,current loans paid,car (used),1236,500 - 1000 DM,1 - 4 years,2,male-single,none,4,building society savings/life insurance,50,none,rent,1,skilled,1,none,yes,0
4385444,0 - 200 DM,12,current loans paid,radio/television,1103,< 100 DM,4 - 7 years,4,male-single,guarantor,3,real estate,29,none,own,2,skilled,1,none,no,0
4245378,none,12,critical account - other non-bank loans,car (new),926,< 100 DM,unemployed,1,female-divorced/separated/married,none,2,building society savings/life insurance,38,none,own,1,unemployed-unskilled-non-resident,1,none,yes,0
8748357,none,18,critical account - other non-bank loans,radio/television,1800,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,24,none,own,2,skilled,1,none,yes,0
6154067,> 200 DM or salary assignment,15,current loans paid,education,1905,< 100 DM,>= 7 years,4,male-single,none,4,car or other,40,none,rent,1,highly skilled,1,yes,yes,0
8475240,none,12,current loans paid,furniture/equipment,1123,500 - 1000 DM,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,29,none,rent,1,unskilled-resident,1,none,yes,1
8497474,< 0 DM,48,critical account - other non-bank loans,car (used),6331,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,46,none,for free,2,skilled,1,yes,yes,1
4216405,> 200 DM or salary assignment,24,current loans paid,radio/television,1377,100 - 500 DM,>= 7 years,4,female-divorced/separated/married,none,2,unknown-none,47,none,for free,1,skilled,1,yes,yes,0
2028520,0 - 200 DM,30,past payment delays,business,2503,100 - 500 DM,>= 7 years,4,male-single,none,2,building society savings/life insurance,41,stores,own,2,skilled,1,none,yes,0
6062683,0 - 200 DM,27,current loans paid,business,2528,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,building society savings/life insurance,32,none,own,1,skilled,2,yes,yes,0
3591516,none,15,current loans paid,car (new),5324,500 - 1000 DM,>= 7 years,1,female-divorced/separated/married,none,4,unknown-none,35,none,for free,1,skilled,1,none,yes,0
8852736,0 - 200 DM,48,current loans paid,car (new),6560,100 - 500 DM,4 - 7 years,3,male-single,none,2,building society savings/life insurance,24,none,own,1,skilled,1,none,yes,1
2188239,0 - 200 DM,12,no credit - paid,furniture/equipment,2969,< 100 DM,< 1 year,4,female-divorced/separated/married,none,3,building society savings/life insurance,25,none,rent,2,skilled,1,none,yes,1
8356737,0 - 200 DM,9,current loans paid,radio/television,1206,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,4,real estate,25,none,own,1,skilled,1,none,yes,0
7311456,0 - 200 DM,9,current loans paid,radio/television,2118,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,37,none,own,1,unskilled-resident,2,none,yes,0
2717625,none,18,critical account - other non-bank loans,radio/television,629,500 - 1000 DM,>= 7 years,4,male-single,none,3,building society savings/life insurance,32,bank,own,2,highly skilled,1,yes,yes,0
1257668,< 0 DM,6,all loans at bank paid,education,1198,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,4,unknown-none,35,none,for free,1,skilled,1,none,yes,1
9770090,none,21,current loans paid,car (used),2476,unknown/none,>= 7 years,4,male-single,none,4,real estate,46,none,own,1,highly skilled,1,yes,yes,0
5376189,< 0 DM,9,critical account - other non-bank loans,radio/television,1138,< 100 DM,1 - 4 years,4,male-single,none,4,real estate,25,none,own,2,unskilled-resident,1,none,yes,0
7684771,0 - 200 DM,60,current loans paid,car (new),14027,< 100 DM,4 - 7 years,4,male-single,none,2,unknown-none,27,none,own,1,highly skilled,1,yes,yes,1
5147905,none,30,critical account - other non-bank loans,car (used),7596,unknown/none,>= 7 years,1,male-single,none,4,car or other,63,none,own,2,skilled,1,none,yes,0
9729748,none,30,critical account - other non-bank loans,radio/television,3077,unknown/none,>= 7 years,3,male-single,none,2,car or other,40,none,own,2,skilled,2,yes,yes,0
3354393,none,18,current loans paid,radio/television,1505,< 100 DM,1 - 4 years,4,male-single,none,2,unknown-none,32,none,for free,1,highly skilled,1,yes,yes,0
2738606,> 200 DM or salary assignment,24,critical account - other non-bank loans,radio/television,3148,unknown/none,1 - 4 years,3,male-single,none,2,car or other,31,none,own,2,skilled,1,yes,yes,0
7723603,0 - 200 DM,20,no credit - paid,car (used),6148,100 - 500 DM,>= 7 years,3,male-married/widowed,none,4,car or other,31,bank,own,2,skilled,1,yes,yes,0
4275545,> 200 DM or salary assignment,9,no credit - paid,radio/television,1337,< 100 DM,< 1 year,4,male-single,none,2,car or other,34,none,own,2,highly skilled,1,yes,yes,1
8516067,0 - 200 DM,6,all loans at bank paid,education,433,>= 1000 DM,< 1 year,4,female-divorced/separated/married,none,2,building society savings/life insurance,24,bank,rent,1,skilled,2,none,yes,1
8269904,< 0 DM,12,current loans paid,car (new),1228,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,2,real estate,24,none,own,1,unskilled-resident,1,none,yes,1
3797846,0 - 200 DM,9,current loans paid,radio/television,790,500 - 1000 DM,1 - 4 years,4,female-divorced/separated/married,none,3,real estate,66,none,own,1,unskilled-resident,1,none,yes,0
1759390,none,27,current loans paid,car (new),2570,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,3,real estate,21,none,rent,1,skilled,1,none,yes,1
8406970,none,6,critical account - other non-bank loans,car (new),250,>= 1000 DM,1 - 4 years,2,female-divorced/separated/married,none,2,real estate,41,bank,own,2,unskilled-resident,1,none,yes,0
4726527,none,15,critical account - other non-bank loans,radio/television,1316,500 - 1000 DM,1 - 4 years,2,male-married/widowed,none,2,building society savings/life insurance,47,none,own,2,unskilled-resident,1,none,yes,0
7293796,< 0 DM,18,current loans paid,radio/television,1882,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,25,bank,rent,2,skilled,1,none,yes,1
8019704,0 - 200 DM,48,all loans at bank paid,business,6416,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,3,unknown-none,59,none,rent,1,skilled,1,none,yes,1
1119926,> 200 DM or salary assignment,24,critical account - other non-bank loans,business,1275,>= 1000 DM,1 - 4 years,2,male-divorced/separated,none,4,real estate,36,none,own,2,skilled,1,yes,yes,0
8976091,0 - 200 DM,24,past payment delays,radio/television,6403,< 100 DM,< 1 year,1,male-single,none,2,car or other,33,none,own,1,skilled,1,none,yes,0
2467002,< 0 DM,24,current loans paid,radio/television,1987,< 100 DM,1 - 4 years,2,male-single,none,4,real estate,21,none,rent,1,unskilled-resident,2,none,yes,1
1767395,0 - 200 DM,8,current loans paid,radio/television,760,< 100 DM,4 - 7 years,4,female-divorced/separated/married,guarantor,2,real estate,44,none,own,1,unskilled-resident,1,none,yes,0
1412724,none,24,current loans paid,car (used),2603,>= 1000 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,28,none,rent,1,skilled,1,yes,yes,0
7497034,none,4,critical account - other non-bank loans,car (new),3380,< 100 DM,4 - 7 years,1,female-divorced/separated/married,none,1,real estate,37,none,own,1,skilled,2,none,yes,0
1760449,0 - 200 DM,36,all loans at bank paid,domestic appliances,3990,unknown/none,< 1 year,3,female-divorced/separated/married,none,2,unknown-none,29,bank,own,1,unemployed-unskilled-non-resident,1,none,yes,0
3573461,0 - 200 DM,24,current loans paid,car (used),11560,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,4,car or other,23,none,rent,2,highly skilled,1,none,yes,1
5869439,< 0 DM,18,current loans paid,car (new),4380,100 - 500 DM,1 - 4 years,3,male-single,none,4,car or other,35,none,own,1,unskilled-resident,2,yes,yes,0
5359049,none,6,critical account - other non-bank loans,car (new),6761,< 100 DM,4 - 7 years,1,male-single,none,3,unknown-none,45,none,own,2,highly skilled,2,yes,yes,0
7610754,0 - 200 DM,30,no credit - paid,business,4280,100 - 500 DM,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,26,none,rent,2,unskilled-resident,1,none,yes,1
7876212,< 0 DM,24,all loans at bank paid,car (new),2325,100 - 500 DM,4 - 7 years,2,male-single,none,3,car or other,32,bank,own,1,skilled,1,none,yes,0
7058762,0 - 200 DM,10,all loans at bank paid,radio/television,1048,< 100 DM,1 - 4 years,4,male-single,none,4,real estate,23,stores,own,1,unskilled-resident,1,none,yes,0
4452376,none,21,current loans paid,radio/television,3160,unknown/none,>= 7 years,4,male-single,none,3,building society savings/life insurance,41,none,own,1,skilled,1,yes,yes,0
3813837,< 0 DM,24,all loans at bank paid,furniture/equipment,2483,500 - 1000 DM,1 - 4 years,4,male-single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,0
4808834,< 0 DM,39,critical account - other non-bank loans,furniture/equipment,14179,unknown/none,4 - 7 years,4,male-single,none,4,building society savings/life insurance,30,none,own,2,highly skilled,1,yes,yes,0
6902723,< 0 DM,13,critical account - other non-bank loans,business,1797,< 100 DM,< 1 year,3,male-single,none,1,building society savings/life insurance,28,bank,own,2,unskilled-resident,1,none,yes,0
8866025,< 0 DM,15,current loans paid,car (new),2511,< 100 DM,unemployed,1,female-divorced/separated/married,none,4,car or other,23,none,rent,1,skilled,1,none,yes,0
5625748,< 0 DM,12,current loans paid,car (new),1274,< 100 DM,< 1 year,3,female-divorced/separated/married,none,1,real estate,37,none,own,1,unskilled-resident,1,none,yes,1
3897156,none,21,current loans paid,car (used),5248,unknown/none,1 - 4 years,1,male-single,none,3,car or other,26,none,own,1,skilled,1,none,yes,0
1337550,< 0 DM,6,current loans paid,furniture/equipment,428,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,1,building society savings/life insurance,49,bank,own,1,skilled,1,yes,yes,0
4131044,< 0 DM,18,current loans paid,car (new),976,< 100 DM,< 1 year,1,female-divorced/separated/married,none,2,car or other,23,none,own,1,unskilled-resident,1,none,yes,1
3163950,0 - 200 DM,12,current loans paid,business,841,100 - 500 DM,4 - 7 years,2,female-divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled-resident,1,none,yes,0
1657747,none,30,critical account - other non-bank loans,radio/television,5771,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,2,car or other,25,none,own,2,skilled,1,none,yes,0
9250778,none,12,past payment delays,repairs,1555,>= 1000 DM,>= 7 years,4,male-single,none,4,unknown-none,55,none,for free,2,skilled,2,none,yes,1
7923489,< 0 DM,24,current loans paid,car (new),1285,unknown/none,4 - 7 years,4,female-divorced/separated/married,none,4,unknown-none,32,none,rent,1,skilled,1,none,yes,1
1700698,> 200 DM or salary assignment,15,critical account - other non-bank loans,radio/television,1271,unknown/none,1 - 4 years,3,male-single,none,4,unknown-none,39,none,for free,2,skilled,1,yes,yes,1
8022152,< 0 DM,12,critical account - other non-bank loans,car (new),691,< 100 DM,>= 7 years,4,male-single,none,3,building society savings/life insurance,35,none,own,2,skilled,1,none,yes,1
1605780,none,15,critical account - other non-bank loans,car (new),5045,unknown/none,>= 7 years,1,female-divorced/separated/married,none,4,car or other,59,none,own,1,skilled,1,yes,yes,0
8975629,< 0 DM,18,critical account - other non-bank loans,furniture/equipment,2124,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,4,real estate,24,none,rent,2,skilled,1,none,yes,1
4062254,< 0 DM,12,current loans paid,radio/television,2214,< 100 DM,1 - 4 years,4,male-single,none,3,building society savings/life insurance,24,none,own,1,unskilled-resident,1,none,yes,0
9324382,none,21,critical account - other non-bank loans,car (new),12680,unknown/none,>= 7 years,4,male-single,none,4,unknown-none,30,none,for free,1,highly skilled,1,yes,yes,1
1025006,none,24,critical account - other non-bank loans,car (new),2463,100 - 500 DM,4 - 7 years,4,male-married/widowed,none,3,building society savings/life insurance,27,none,own,2,skilled,1,yes,yes,0
1846586,< 0 DM,30,current loans paid,furniture/equipment,3108,< 100 DM,< 1 year,2,male-divorced/separated,none,4,building society savings/life insurance,31,none,own,1,unskilled-resident,1,none,yes,1
8968659,none,10,current loans paid,car (used),2901,unknown/none,< 1 year,1,female-divorced/separated/married,none,4,real estate,31,none,rent,1,skilled,1,none,yes,0
2233391,0 - 200 DM,12,critical account - other non-bank loans,furniture/equipment,3617,< 100 DM,>= 7 years,1,male-single,none,4,car or other,28,none,rent,3,skilled,1,yes,yes,0
1491565,none,12,critical account - other non-bank loans,radio/television,1655,< 100 DM,>= 7 years,2,male-single,none,4,real estate,63,none,own,2,unskilled-resident,1,yes,yes,0
4567772,< 0 DM,24,current loans paid,car (used),2812,unknown/none,>= 7 years,2,female-divorced/separated/married,none,4,real estate,26,none,rent,1,skilled,1,none,yes,0
7000454,< 0 DM,36,critical account - other non-bank loans,education,8065,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,2,unknown-none,25,none,own,2,highly skilled,1,yes,yes,1
8450534,none,21,critical account - other non-bank loans,car (used),3275,< 100 DM,>= 7 years,1,male-single,none,4,car or other,36,none,own,1,highly skilled,1,yes,yes,0
9182898,none,24,critical account - other non-bank loans,radio/television,2223,100 - 500 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,52,bank,own,2,skilled,1,none,yes,0
4237007,> 200 DM or salary assignment,12,critical account - other non-bank loans,car (new),1480,500 - 1000 DM,unemployed,2,male-single,none,4,unknown-none,66,bank,for free,3,unemployed-unskilled-non-resident,1,none,yes,0
2480667,< 0 DM,24,current loans paid,car (new),1371,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,4,real estate,25,none,rent,1,skilled,1,none,yes,1
2564769,none,36,critical account - other non-bank loans,car (new),3535,< 100 DM,4 - 7 years,4,male-single,none,4,car or other,37,none,own,2,skilled,1,yes,yes,0
6154723,< 0 DM,18,current loans paid,radio/television,3509,< 100 DM,4 - 7 years,4,female-divorced/separated/married,guarantor,1,real estate,25,none,own,1,skilled,1,none,yes,0
4299505,none,36,critical account - other non-bank loans,car (used),5711,>= 1000 DM,>= 7 years,4,male-single,none,2,car or other,38,none,own,2,highly skilled,1,yes,yes,0
2287593,0 - 200 DM,18,current loans paid,repairs,3872,< 100 DM,unemployed,2,female-divorced/separated/married,none,4,car or other,67,none,own,1,skilled,1,yes,yes,0
3094366,0 - 200 DM,39,critical account - other non-bank loans,radio/television,4933,< 100 DM,4 - 7 years,2,male-single,guarantor,2,real estate,25,none,own,2,skilled,1,none,yes,1
7536220,none,24,critical account - other non-bank loans,car (new),1940,>= 1000 DM,>= 7 years,4,male-single,none,4,real estate,60,none,own,1,skilled,1,yes,yes,0
9783545,0 - 200 DM,12,no credit - paid,retraining,1410,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,31,none,own,1,unskilled-resident,1,yes,yes,0
6146218,0 - 200 DM,12,current loans paid,car (new),836,100 - 500 DM,< 1 year,4,female-divorced/separated/married,none,2,building society savings/life insurance,23,bank,own,1,unskilled-resident,1,none,yes,1
7934311,0 - 200 DM,20,current loans paid,car (used),6468,unknown/none,unemployed,1,male-divorced/separated,none,4,real estate,60,none,own,1,highly skilled,1,yes,yes,0
7300802,0 - 200 DM,18,current loans paid,business,1941,>= 1000 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,35,none,own,1,unskilled-resident,1,yes,yes,0
7658137,none,22,current loans paid,radio/television,2675,500 - 1000 DM,>= 7 years,3,male-single,none,4,car or other,40,none,own,1,skilled,1,none,yes,0
8404631,none,48,critical account - other non-bank loans,car (used),2751,unknown/none,>= 7 years,4,male-single,none,3,car or other,38,none,own,2,skilled,2,yes,yes,0
6944710,0 - 200 DM,48,past payment delays,education,6224,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,50,none,for free,1,skilled,1,none,yes,1
1514807,< 0 DM,40,critical account - other non-bank loans,education,5998,< 100 DM,1 - 4 years,4,male-single,none,3,unknown-none,27,bank,own,1,skilled,1,yes,yes,1
2003384,0 - 200 DM,21,current loans paid,business,1188,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,4,building society savings/life insurance,39,none,own,1,skilled,2,none,yes,1
5659086,none,24,current loans paid,car (used),6313,unknown/none,>= 7 years,3,male-single,none,4,car or other,41,none,own,1,highly skilled,2,yes,yes,0
4628471,none,6,critical account - other non-bank loans,furniture/equipment,1221,unknown/none,1 - 4 years,1,male-married/widowed,none,2,building society savings/life insurance,27,none,own,2,skilled,1,none,yes,0
5403673,> 200 DM or salary assignment,24,current loans paid,furniture/equipment,2892,< 100 DM,>= 7 years,3,male-divorced/separated,none,4,unknown-none,51,none,for free,1,skilled,1,none,yes,0
8614255,none,24,current loans paid,furniture/equipment,3062,500 - 1000 DM,>= 7 years,4,male-single,none,3,unknown-none,32,none,rent,1,skilled,1,yes,yes,0
7923482,none,9,current loans paid,furniture/equipment,2301,100 - 500 DM,< 1 year,2,female-divorced/separated/married,none,4,building society savings/life insurance,22,none,rent,1,skilled,1,none,yes,0
2383650,< 0 DM,18,current loans paid,car (used),7511,unknown/none,>= 7 years,1,male-single,none,4,building society savings/life insurance,51,none,for free,1,skilled,2,yes,yes,1
6958612,none,12,critical account - other non-bank loans,furniture/equipment,1258,< 100 DM,< 1 year,2,female-divorced/separated/married,none,4,building society savings/life insurance,22,none,rent,2,unskilled-resident,1,none,yes,0
1883328,none,24,past payment delays,car (new),717,unknown/none,>= 7 years,4,male-married/widowed,none,4,car or other,54,none,own,2,skilled,1,yes,yes,0
8386168,0 - 200 DM,9,current loans paid,car (new),1549,unknown/none,< 1 year,4,male-single,none,2,real estate,35,none,own,1,unemployed-unskilled-non-resident,1,none,yes,0
9660695,none,24,critical account - other non-bank loans,education,1597,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,54,none,for free,2,skilled,2,none,yes,0
5786462,0 - 200 DM,18,critical account - other non-bank loans,radio/television,1795,< 100 DM,>= 7 years,3,female-divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled-resident,1,yes,yes,0
1678929,< 0 DM,20,critical account - other non-bank loans,furniture/equipment,4272,< 100 DM,>= 7 years,1,female-divorced/separated/married,none,4,building society savings/life insurance,24,none,own,2,skilled,1,none,yes,0
4809900,none,12,critical account - other non-bank loans,radio/television,976,unknown/none,>= 7 years,4,male-single,none,4,car or other,35,none,own,2,skilled,1,none,yes,0
6983851,0 - 200 DM,12,current loans paid,car (new),7472,unknown/none,unemployed,1,female-divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed-unskilled-non-resident,1,none,yes,0
9335369,< 0 DM,36,current loans paid,car (new),9271,< 100 DM,4 - 7 years,2,male-single,none,1,car or other,24,none,own,1,skilled,1,yes,yes,1
7140312,0 - 200 DM,6,current loans paid,radio/television,590,< 100 DM,< 1 year,3,male-married/widowed,none,3,real estate,26,none,own,1,unskilled-resident,1,none,no,0
4639968,none,12,critical account - other non-bank loans,radio/television,930,unknown/none,>= 7 years,4,male-single,none,4,real estate,65,none,own,4,skilled,1,none,yes,0
9646710,0 - 200 DM,42,all loans at bank paid,car (used),9283,< 100 DM,unemployed,1,male-single,none,2,unknown-none,55,bank,for free,1,highly skilled,1,yes,yes,0
1322037,0 - 200 DM,15,no credit - paid,car (new),1778,< 100 DM,< 1 year,2,female-divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed-unskilled-non-resident,1,none,yes,1
3439631,0 - 200 DM,8,current loans paid,business,907,< 100 DM,< 1 year,3,male-married/widowed,none,2,real estate,26,none,own,1,skilled,1,yes,yes,0
7403964,0 - 200 DM,6,current loans paid,radio/television,484,< 100 DM,4 - 7 years,3,male-married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled-resident,1,none,yes,0
6675884,< 0 DM,36,critical account - other non-bank loans,car (used),9629,< 100 DM,4 - 7 years,4,male-single,none,4,car or other,24,none,own,2,skilled,1,yes,yes,1
5903457,< 0 DM,48,current loans paid,domestic appliances,3051,< 100 DM,1 - 4 years,3,male-single,none,4,car or other,54,none,own,1,skilled,1,none,yes,1
6892095,< 0 DM,48,current loans paid,car (new),3931,< 100 DM,4 - 7 years,4,male-single,none,4,unknown-none,46,none,for free,1,skilled,2,none,yes,1
2535665,0 - 200 DM,36,past payment delays,car (new),7432,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,building society savings/life insurance,54,none,rent,1,skilled,1,none,yes,0
2113858,none,6,current loans paid,domestic appliances,1338,500 - 1000 DM,1 - 4 years,1,male-divorced/separated,none,4,real estate,62,none,own,1,skilled,1,none,yes,0
6940571,none,6,critical account - other non-bank loans,radio/television,1554,< 100 DM,4 - 7 years,1,female-divorced/separated/married,none,2,car or other,24,none,rent,2,skilled,1,yes,yes,0
1818305,< 0 DM,36,current loans paid,other,15857,< 100 DM,unemployed,2,male-divorced/separated,co-applicant,3,car or other,43,none,own,1,highly skilled,1,none,yes,0
1136050,< 0 DM,18,current loans paid,radio/television,1345,< 100 DM,1 - 4 years,4,male-married/widowed,none,3,real estate,26,bank,own,1,skilled,1,none,yes,1
